"","type","amount","oldbalanceOrg","newbalanceOrig","oldbalanceDest","newbalanceDest","isFraud","type_CASH_IN","type_CASH_OUT","type_DEBIT","type_PAYMENT","type_TRANSFER"
"1529","CASH_OUT",92508.78,51652,0,652726.68,745235.46,0,0,1,0,0,0
"1530","PAYMENT",3701.33,16038.19,12336.86,0,0,0,0,0,0,1,0
"1531","CASH_IN",51204.43,10003312.27,10054516.7,309574.42,258369.99,0,1,0,0,0,0
"1532","CASH_OUT",229344.41,23115,0,91520.06,320864.47,0,0,1,0,0,0
"1533","CASH_IN",22884.45,11401192.45,11424076.9,6263833.8,6240949.35,0,1,0,0,0,0
"1534","TRANSFER",348918.76,111698.89,0,485551.47,834470.22,0,0,0,0,0,1
"1535","CASH_OUT",8007.73,0,0,281131.51,289139.23,0,0,1,0,0,0
"1536","PAYMENT",16093.54,20299,4205.46,0,0,0,0,0,0,1,0
"1537","CASH_OUT",190318.86,343024,152705.14,0,190318.86,0,0,1,0,0,0
"1538","PAYMENT",9387.58,23655,14267.42,0,0,0,0,0,0,1,0
"1539","PAYMENT",5164.85,0,0,0,0,0,0,0,0,1,0
"1540","PAYMENT",411.61,36670,36258.39,0,0,0,0,0,0,1,0
"1541","CASH_IN",92218.98,21262,113480.98,0,0,0,1,0,0,0,0
"1542","CASH_OUT",257709.43,0,0,2364032.27,2621741.7,0,0,1,0,0,0
"1543","CASH_OUT",226781.91,0,0,238158.27,464940.17,0,0,1,0,0,0
"1544","CASH_IN",71528.12,104439,175967.12,11187,0,0,1,0,0,0,0
"1545","CASH_IN",216477.2,15623797.29,15840274.49,536615.54,320138.35,0,1,0,0,0,0
"1546","TRANSFER",747055.92,0,0,1026455.45,1773511.37,0,0,0,0,0,1
"1547","PAYMENT",22147,19701,0,0,0,0,0,0,0,1,0
"1548","PAYMENT",67112.2,0,0,0,0,0,0,0,0,1,0
"1549","CASH_IN",261828.33,33933,295761.33,846021.23,584192.89,0,1,0,0,0,0
"1550","PAYMENT",13260.56,129714.84,116454.28,0,0,0,0,0,0,1,0
"1551","PAYMENT",22333.06,17669.6,0,0,0,0,0,0,0,1,0
"1552","TRANSFER",196933.4,2930.17,0,786525.43,983458.83,0,0,0,0,0,1
"1553","PAYMENT",4579.66,0,0,0,0,0,0,0,0,1,0
"1554","CASH_OUT",108342.69,13523,0,53581,161923.69,0,0,1,0,0,0
"1555","PAYMENT",21932.67,94,0,0,0,0,0,0,0,1,0
"1556","CASH_OUT",103255.42,0,0,4083553.74,4186809.17,0,0,1,0,0,0
"1557","CASH_IN",83069.78,1178195.72,1261265.49,448820.48,365750.7,0,1,0,0,0,0
"1558","PAYMENT",16030.63,5060,0,0,0,0,0,0,0,1,0
"1559","CASH_IN",108242.52,15039,123281.52,0,0,0,1,0,0,0,0
"1560","CASH_IN",256646.98,151903,408549.98,178537.84,0,0,1,0,0,0,0
"1561","PAYMENT",4684.03,144908.23,140224.2,0,0,0,0,0,0,1,0
"1562","CASH_OUT",55427.65,0,0,353617.8,409045.45,0,0,1,0,0,0
"1563","PAYMENT",3801.73,0,0,0,0,0,0,0,0,1,0
"1564","CASH_OUT",341475.08,0,0,2422846.15,2642241.05,0,0,1,0,0,0
"1565","PAYMENT",32836.03,0,0,0,0,0,0,0,0,1,0
"1566","CASH_IN",129040.09,3088463.99,3217504.08,811458.74,682418.65,0,1,0,0,0,0
"1567","CASH_OUT",67212.61,0,0,270026.57,337239.18,0,0,1,0,0,0
"1568","CASH_IN",288447.82,3825938.09,4114385.91,1084339.46,795891.64,0,1,0,0,0,0
"1569","PAYMENT",16098.41,0,0,0,0,0,0,0,0,1,0
"1570","CASH_OUT",97798.49,0,0,718313.9,816112.39,0,0,1,0,0,0
"1571","PAYMENT",21952.92,20329,0,0,0,0,0,0,0,1,0
"1572","CASH_IN",358894.52,363660.06,722554.59,2819726.93,2460832.41,0,1,0,0,0,0
"1573","CASH_IN",49344.39,0,49344.39,130092.74,80748.35,0,1,0,0,0,0
"1574","CASH_IN",119636.63,6206899.37,6326536,267176.48,147539.85,0,1,0,0,0,0
"1575","PAYMENT",9335.22,113834.53,104499.31,0,0,0,0,0,0,1,0
"1576","TRANSFER",759163.29,0,0,4118244.8,4877408.09,0,0,0,0,0,1
"1577","PAYMENT",30815.18,0,0,0,0,0,0,0,0,1,0
"1578","CASH_IN",25470.24,31357,56827.24,424831.62,399361.38,0,1,0,0,0,0
"1579","TRANSFER",839688.11,22062,0,2408522.65,3248210.75,0,0,0,0,0,1
"1580","CASH_IN",271415.73,154,271569.73,0,0,0,1,0,0,0,0
"1581","PAYMENT",12011.12,0,0,0,0,0,0,0,0,1,0
"1582","CASH_OUT",183451.78,31299,0,1125747.28,1309199.07,0,0,1,0,0,0
"1583","CASH_OUT",204496.22,11254,0,0,204496.22,0,0,1,0,0,0
"1584","DEBIT",3592.21,14505,10912.79,247596.86,251189.07,0,0,0,1,0,0
"1585","PAYMENT",11885.82,21065,9179.18,0,0,0,0,0,0,1,0
"1586","PAYMENT",15525.78,22382,6856.22,0,0,0,0,0,0,1,0
"1587","CASH_OUT",395537.46,400194.24,4656.78,407649.19,803186.65,0,0,1,0,0,0
"1588","CASH_OUT",15081.7,20213,5131.3,14946229.56,14961311.26,0,0,1,0,0,0
"1589","PAYMENT",10248.82,0,0,0,0,0,0,0,0,1,0
"1590","CASH_IN",246029.51,5553507.26,5799536.78,3118632.31,3031992.08,0,1,0,0,0,0
"1591","TRANSFER",527211.02,0,0,654998.43,1182209.45,0,0,0,0,0,1
"1592","PAYMENT",14494.32,2398,0,0,0,0,0,0,0,1,0
"1593","TRANSFER",52177.86,0,0,1739152.3,1791330.16,0,0,0,0,0,1
"1594","PAYMENT",11463.43,0,0,0,0,0,0,0,0,1,0
"1595","CASH_OUT",18244.31,5006,0,202416.01,220660.31,0,0,1,0,0,0
"1596","CASH_OUT",446289.77,9922,0,1057234.62,1592857.65,0,0,1,0,0,0
"1597","PAYMENT",6053.91,0,0,0,0,0,0,0,0,1,0
"1598","TRANSFER",727104.32,0,0,1898574.09,2625678.41,0,0,0,0,0,1
"1599","CASH_OUT",149220.19,19678,0,744529.23,893749.42,0,0,1,0,0,0
"1600","PAYMENT",2974.95,1165,0,0,0,0,0,0,0,1,0
"1601","CASH_OUT",263348.61,0,0,1830678.8,2094027.41,0,0,1,0,0,0
"1602","PAYMENT",574.17,9795,9220.83,0,0,0,0,0,0,1,0
"1603","TRANSFER",237529.22,0,0,4767408.09,5004937.31,0,0,0,0,0,1
"1604","CASH_OUT",153395,0,0,1296820.82,1450215.83,0,0,1,0,0,0
"1605","TRANSFER",429030.09,20867,0,0,429030.09,0,0,0,0,0,1
"1606","PAYMENT",2386.43,6584.45,4198.03,0,0,0,0,0,0,1,0
"1607","CASH_IN",85571.59,658847.96,744419.56,763161.15,677589.55,0,1,0,0,0,0
"1608","CASH_IN",78223.07,70532,148755.07,202825,124601.93,0,1,0,0,0,0
"1609","CASH_IN",227009.96,46724,273733.96,22707.8,0,0,1,0,0,0,0
"1610","PAYMENT",17136.05,9148,0,0,0,0,0,0,0,1,0
"1611","PAYMENT",5900.86,0,0,0,0,0,0,0,0,1,0
"1612","CASH_IN",38002.63,3686961.63,3724964.26,356810.17,318807.54,0,1,0,0,0,0
"1613","PAYMENT",18419.87,11016,0,0,0,0,0,0,0,1,0
"1614","CASH_OUT",85722.2,15951.8,0,94758.96,180481.16,0,0,1,0,0,0
"1615","PAYMENT",134.89,75069,74934.11,0,0,0,0,0,0,1,0
"1616","CASH_IN",80148.09,732955.5,813103.6,2335035.13,2254887.03,0,1,0,0,0,0
"1617","PAYMENT",20323.38,0,0,0,0,0,0,0,0,1,0
"1618","PAYMENT",12893.9,0,0,0,0,0,0,0,0,1,0
"1619","CASH_OUT",94558.3,36015,0,645807.88,740366.18,0,0,1,0,0,0
"1620","CASH_OUT",233786.04,53511,0,621018.14,854804.18,0,0,1,0,0,0
"1621","CASH_OUT",86829.66,99830,13000.34,0,86829.66,0,0,1,0,0,0
"1622","PAYMENT",10831.73,19044,8212.27,0,0,0,0,0,0,1,0
"1623","PAYMENT",8308.96,14230,5921.04,0,0,0,0,0,0,1,0
"1624","PAYMENT",13028.48,33294,20265.52,0,0,0,0,0,0,1,0
"1625","PAYMENT",45057.88,720,0,0,0,0,0,0,0,1,0
"1626","PAYMENT",29109.06,122347,93237.94,0,0,0,0,0,0,1,0
"1627","PAYMENT",10986.47,29979,18992.53,0,0,0,0,0,0,1,0
"1628","CASH_IN",241996.49,476155,718151.49,7723500.2,7481503.71,0,1,0,0,0,0
"1629","PAYMENT",16682.38,1098,0,0,0,0,0,0,0,1,0
"1630","CASH_IN",196185.62,5592,201777.62,237267.75,41082.14,0,1,0,0,0,0
"1631","CASH_OUT",256504.67,100267,0,0,256504.67,0,0,1,0,0,0
"1632","PAYMENT",7836.45,69954.85,62118.4,0,0,0,0,0,0,1,0
"1633","CASH_IN",50586.65,5112290.45,5162877.1,856474,805887.36,0,1,0,0,0,0
"1634","CASH_OUT",141300.6,0,0,202218.67,0,0,0,1,0,0,0
"1635","TRANSFER",768520.15,768520.15,0,0,0,1,0,0,0,0,1
"1636","PAYMENT",223.38,69409,69185.62,0,0,0,0,0,0,1,0
"1637","CASH_IN",586619.71,326381.05,913000.76,1594840.2,1008220.49,0,1,0,0,0,0
"1638","PAYMENT",12743.25,0,0,0,0,0,0,0,0,1,0
"1639","PAYMENT",568.03,21116,20547.97,0,0,0,0,0,0,1,0
"1640","PAYMENT",44182.34,0,0,0,0,0,0,0,0,1,0
"1641","TRANSFER",84023.45,177338.57,93315.12,481170.59,565194.04,0,0,0,0,0,1
"1642","PAYMENT",29558.28,0,0,0,0,0,0,0,0,1,0
"1643","CASH_IN",197019.21,1564341.3,1761360.51,210722.34,13703.12,0,1,0,0,0,0
"1644","PAYMENT",18819.9,279237,260417.1,0,0,0,0,0,0,1,0
"1645","PAYMENT",667.03,20478,19810.97,0,0,0,0,0,0,1,0
"1646","TRANSFER",264477.31,0,0,1527838.02,1792315.33,0,0,0,0,0,1
"1647","PAYMENT",12931.19,42996.81,30065.63,0,0,0,0,0,0,1,0
"1648","PAYMENT",17735.01,1245675.69,1227940.68,0,0,0,0,0,0,1,0
"1649","PAYMENT",11467.59,43249.6,31782.01,0,0,0,0,0,0,1,0
"1650","CASH_OUT",289254.84,57,0,0,289254.84,0,0,1,0,0,0
"1651","DEBIT",2657.23,48717,46059.77,392272.96,394930.19,0,0,0,1,0,0
"1652","PAYMENT",14835.23,0,0,0,0,0,0,0,0,1,0
"1653","PAYMENT",39097.19,0,0,0,0,0,0,0,0,1,0
"1654","CASH_OUT",129985.89,51449,0,63551.22,193537.11,0,0,1,0,0,0
"1655","CASH_IN",108196.98,6210807.96,6319004.95,6948342.61,6840145.62,0,1,0,0,0,0
"1656","PAYMENT",4221.52,565,0,0,0,0,0,0,0,1,0
"1657","PAYMENT",39210.71,10515,0,0,0,0,0,0,0,1,0
"1658","CASH_OUT",38131.13,0,0,589433.53,627564.66,0,0,1,0,0,0
"1659","PAYMENT",25435.46,0,0,0,0,0,0,0,0,1,0
"1660","CASH_OUT",231572.14,19412,0,6269682.74,6501254.88,0,0,1,0,0,0
"1661","TRANSFER",938553.4,0,0,3917702.74,4856256.14,0,0,0,0,0,1
"1662","CASH_IN",17240.5,20746479.83,20763720.33,181873.82,164633.32,0,1,0,0,0,0
"1663","CASH_IN",178815.35,119928,298743.35,42526778.51,42347963.16,0,1,0,0,0,0
"1664","TRANSFER",227082.42,0,0,3071598.49,3298680.91,0,0,0,0,0,1
"1665","PAYMENT",22086.38,10188,0,0,0,0,0,0,0,1,0
"1666","CASH_IN",17339.21,25596232.84,25613572.05,343089.81,325750.6,0,1,0,0,0,0
"1667","CASH_OUT",67184.74,16341.35,0,1869949.67,1937134.41,0,0,1,0,0,0
"1668","PAYMENT",15647,21802,6155,0,0,0,0,0,0,1,0
"1669","CASH_OUT",202961.81,430161,227199.19,0,202961.81,0,0,1,0,0,0
"1670","CASH_OUT",71364.12,0,0,295718.99,367083.11,0,0,1,0,0,0
"1671","PAYMENT",651.08,30922,30270.92,0,0,0,0,0,0,1,0
"1672","CASH_OUT",330278.13,1016,0,120136.73,450414.86,0,0,1,0,0,0
"1673","CASH_OUT",77285.92,108180,30894.08,477346.84,554632.76,0,0,1,0,0,0
"1674","PAYMENT",13121.76,0,0,0,0,0,0,0,0,1,0
"1675","CASH_OUT",138175.62,31388,0,76387.42,214563.05,0,0,1,0,0,0
"1676","CASH_OUT",267647.5,309334,41686.5,31184460.44,31452107.93,0,0,1,0,0,0
"1677","CASH_OUT",88787.08,0,0,170424.37,259211.45,0,0,1,0,0,0
"1678","CASH_OUT",43849.86,0,0,3546631.34,3533813.35,0,0,1,0,0,0
"1679","CASH_OUT",407706,0,0,5038763.49,5446469.49,0,0,1,0,0,0
"1680","CASH_OUT",57775.73,0,0,110120.25,167895.99,0,0,1,0,0,0
"1681","PAYMENT",6023.16,82801,76777.84,0,0,0,0,0,0,1,0
"1682","CASH_IN",70585.05,29959,100544.05,0,0,0,1,0,0,0,0
"1683","CASH_IN",201260.04,50607,251867.04,0,0,0,1,0,0,0,0
"1684","CASH_IN",32911.77,1659070.65,1691982.41,2144634.94,2111723.18,0,1,0,0,0,0
"1685","TRANSFER",1146599.23,312616.44,0,2236912.15,3383511.38,0,0,0,0,0,1
"1686","CASH_IN",159819.04,31200,191019.04,4329563.96,4169744.93,0,1,0,0,0,0
"1687","CASH_OUT",360560.63,0,0,4751664.75,5112225.37,0,0,1,0,0,0
"1688","CASH_OUT",99835.66,6078,0,303418.07,403253.73,0,0,1,0,0,0
"1689","PAYMENT",17433.1,213124.19,195691.09,0,0,0,0,0,0,1,0
"1690","PAYMENT",7427.43,0,0,0,0,0,0,0,0,1,0
"1691","CASH_IN",251145.33,14067346.06,14318491.39,2925984,2674838.67,0,1,0,0,0,0
"1692","CASH_OUT",534802.47,82570,0,3929673.72,4464476.2,0,0,1,0,0,0
"1693","CASH_OUT",199804.92,0,0,7042853.31,7469824.84,0,0,1,0,0,0
"1694","CASH_OUT",254840.39,11290,0,772820.73,1210822.15,0,0,1,0,0,0
"1695","PAYMENT",12886.46,21037,8150.54,0,0,0,0,0,0,1,0
"1696","PAYMENT",2454.51,12632.19,10177.68,0,0,0,0,0,0,1,0
"1697","CASH_OUT",175083.84,890724,715640.16,510091.22,685175.06,0,0,1,0,0,0
"1698","CASH_IN",432793.14,37277,470070.14,0,0,0,1,0,0,0,0
"1699","CASH_OUT",346738.15,6010,0,458008.45,804746.6,0,0,1,0,0,0
"1700","TRANSFER",257615.26,11176,0,0,257615.26,0,0,0,0,0,1
"1701","CASH_OUT",192794.06,285462,92667.94,0,192794.06,0,0,1,0,0,0
"1702","PAYMENT",32490.28,0,0,0,0,0,0,0,0,1,0
"1703","PAYMENT",19048.12,0,0,0,0,0,0,0,0,1,0
"1704","CASH_OUT",51435.28,0,0,657522.29,708957.57,0,0,1,0,0,0
"1705","CASH_OUT",63604.22,739135,675530.78,0,63604.22,0,0,1,0,0,0
"1706","CASH_OUT",674510.64,0,0,910568.59,1132034.97,0,0,1,0,0,0
"1707","PAYMENT",15103.37,167997.29,152893.92,0,0,0,0,0,0,1,0
"1708","CASH_OUT",53632.88,8693,0,5421385.64,5475018.52,0,0,1,0,0,0
"1709","PAYMENT",13758.38,11153,0,0,0,0,0,0,0,1,0
"1710","CASH_OUT",113051,0,0,174972.09,749028.1,0,0,1,0,0,0
"1711","CASH_OUT",14463.42,303036,288572.58,77521.81,91985.23,0,0,1,0,0,0
"1712","CASH_IN",16573.33,4314248.67,4330822,1272413.39,1255840.06,0,1,0,0,0,0
"1713","CASH_OUT",295083.11,950,0,1226489.4,1521572.52,0,0,1,0,0,0
"1714","CASH_OUT",139735.77,19959.3,0,1101634.12,1241369.89,0,0,1,0,0,0
"1715","CASH_IN",270300.18,15906703.67,16177003.85,346415.94,76115.76,0,1,0,0,0,0
"1716","CASH_OUT",45312.21,0,0,486738.06,532050.28,0,0,1,0,0,0
"1717","CASH_OUT",23081.39,0,0,1002716.36,1025797.74,0,0,1,0,0,0
"1718","CASH_OUT",365276.65,0,0,536374.61,901651.26,0,0,1,0,0,0
"1719","PAYMENT",15475.05,284907.3,269432.25,0,0,0,0,0,0,1,0
"1720","CASH_OUT",35599.6,78293,42693.4,235658.06,80849.58,0,0,1,0,0,0
"1721","PAYMENT",10460.09,387416.7,376956.61,0,0,0,0,0,0,1,0
"1722","PAYMENT",19141.62,0,0,0,0,0,0,0,0,1,0
"1723","PAYMENT",235.57,0,0,0,0,0,0,0,0,1,0
"1724","PAYMENT",23863.42,155047,131183.58,0,0,0,0,0,0,1,0
"1725","PAYMENT",6918.96,0,0,0,0,0,0,0,0,1,0
"1726","CASH_OUT",286156.85,5306,0,1331182.22,1617339.07,0,0,1,0,0,0
"1727","CASH_OUT",88709.59,525530,436820.41,6658497.32,6747206.91,0,0,1,0,0,0
"1728","CASH_OUT",139816.95,0,0,284683.77,424500.72,0,0,1,0,0,0
"1729","PAYMENT",350.6,11148,10797.4,0,0,0,0,0,0,1,0
"1730","PAYMENT",33608.63,0,0,0,0,0,0,0,0,1,0
"1731","PAYMENT",6136.33,0,0,0,0,0,0,0,0,1,0
"1732","CASH_OUT",26871.27,0,0,909595.7,936466.97,0,0,1,0,0,0
"1733","CASH_OUT",225136.34,0,0,3988061.47,4213197.81,0,0,1,0,0,0
"1734","TRANSFER",2132479.67,0,0,3300104.13,5432583.79,0,0,0,0,0,1
"1735","PAYMENT",38785.83,196359.99,157574.16,0,0,0,0,0,0,1,0
"1736","CASH_OUT",52033.1,0,0,601827.84,653860.94,0,0,1,0,0,0
"1737","PAYMENT",9707.16,0,0,0,0,0,0,0,0,1,0
"1738","TRANSFER",548994.41,10888,0,0,548994.41,0,0,0,0,0,1
"1739","PAYMENT",23976.58,0,0,0,0,0,0,0,0,1,0
"1740","CASH_OUT",201653.9,435,0,0,201653.9,0,0,1,0,0,0
"1741","CASH_OUT",8206.63,6187,0,282175.95,290382.58,0,0,1,0,0,0
"1742","CASH_OUT",303073.47,94039.29,0,1417434.06,1720507.53,0,0,1,0,0,0
"1743","CASH_OUT",48303.38,0,0,5506874.93,5381611.5,0,0,1,0,0,0
"1744","CASH_IN",83430.73,2648803.53,2732234.26,16927851.6,16844420.87,0,1,0,0,0,0
"1745","CASH_OUT",155046.78,645882,490835.22,0,155046.78,0,0,1,0,0,0
"1746","CASH_OUT",1172.07,137848,136675.93,1830199.05,1831371.12,0,0,1,0,0,0
"1747","PAYMENT",16551.07,11417,0,0,0,0,0,0,0,1,0
"1748","PAYMENT",7414.98,0,0,0,0,0,0,0,0,1,0
"1749","PAYMENT",7301.56,0,0,0,0,0,0,0,0,1,0
"1750","PAYMENT",53197.22,22035.14,0,0,0,0,0,0,0,1,0
"1751","CASH_IN",78668.76,490831,569499.76,0,0,0,1,0,0,0,0
"1752","CASH_OUT",163539.84,84418,0,1166595.63,1330135.47,0,0,1,0,0,0
"1753","CASH_OUT",37074.48,0,0,1739856,1403627.22,0,0,1,0,0,0
"1754","PAYMENT",25571.17,31835.35,6264.18,0,0,0,0,0,0,1,0
"1755","CASH_OUT",9695.54,631633,621937.46,1014674.04,1024369.58,0,0,1,0,0,0
"1756","CASH_OUT",174845.61,0,0,779009.93,953855.54,0,0,1,0,0,0
"1757","CASH_OUT",154004.06,0,0,1887959.97,2041964.03,0,0,1,0,0,0
"1758","PAYMENT",25305.77,19313,0,0,0,0,0,0,0,1,0
"1759","CASH_IN",41212.62,2219631.35,2260843.97,89729.24,48516.63,0,1,0,0,0,0
"1760","PAYMENT",18364.09,0,0,0,0,0,0,0,0,1,0
"1761","PAYMENT",12758.2,0,0,0,0,0,0,0,0,1,0
"1762","TRANSFER",113940.63,0,0,211179.03,325119.66,0,0,0,0,0,1
"1763","PAYMENT",17869.23,31592,13722.77,0,0,0,0,0,0,1,0
"1764","PAYMENT",43325.17,52597,9271.83,0,0,0,0,0,0,1,0
"1765","PAYMENT",9134.24,673,0,0,0,0,0,0,0,1,0
"1766","CASH_IN",120556.54,501713.76,622270.3,140892.75,20336.21,0,1,0,0,0,0
"1767","DEBIT",4785.9,20854,16068.1,321792.12,326578.02,0,0,0,1,0,0
"1768","CASH_OUT",35612.87,0,0,138321.97,173934.83,0,0,1,0,0,0
"1769","PAYMENT",3407.62,29947,26539.38,0,0,0,0,0,0,1,0
"1770","CASH_OUT",199111.41,0,0,8006127.38,8364464.3,0,0,1,0,0,0
"1771","TRANSFER",419155.7,24750,0,55485.84,474641.55,0,0,0,0,0,1
"1772","CASH_IN",82782.64,21230,104012.64,2589763.52,2506980.89,0,1,0,0,0,0
"1773","CASH_OUT",294468.17,106164,0,913242.4,1207710.56,0,0,1,0,0,0
"1774","CASH_OUT",5203.95,15070,9866.05,2112264.33,2117468.28,0,0,1,0,0,0
"1775","CASH_OUT",83051.57,0,0,195654.55,278706.13,0,0,1,0,0,0
"1776","CASH_OUT",166150.56,1878,0,163112,329262.56,0,0,1,0,0,0
"1777","CASH_IN",194164.88,6784400.34,6978565.22,209888.9,15724.02,0,1,0,0,0,0
"1778","CASH_IN",70779.11,85534,156313.11,3317635.29,3246856.18,0,1,0,0,0,0
"1779","CASH_OUT",134592.51,0,0,2865169.25,2999761.75,0,0,1,0,0,0
"1780","TRANSFER",197092.91,103960.36,0,928384.56,1125477.47,0,0,0,0,0,1
"1781","PAYMENT",7563.06,0,0,0,0,0,0,0,0,1,0
"1782","TRANSFER",856733.64,0,0,1093423.28,1950156.92,0,0,0,0,0,1
"1783","CASH_IN",216430.34,3592,220022.34,189110.69,0,0,1,0,0,0,0
"1784","CASH_IN",55037.3,730211.35,785248.65,1937362.31,2071003.43,0,1,0,0,0,0
"1785","CASH_OUT",171048.38,0,0,7578211.86,7749260.24,0,0,1,0,0,0
"1786","PAYMENT",8666.91,0,0,0,0,0,0,0,0,1,0
"1787","PAYMENT",24477.41,189349.76,164872.34,0,0,0,0,0,0,1,0
"1788","PAYMENT",830.59,35405,34574.41,0,0,0,0,0,0,1,0
"1789","CASH_OUT",76605.08,10686,0,369438.38,446043.46,0,0,1,0,0,0
"1790","CASH_OUT",52418.01,0,0,674254.56,726672.57,0,0,1,0,0,0
"1791","CASH_IN",86231.85,24154,110385.85,3545464.58,4086379.42,0,1,0,0,0,0
"1792","CASH_OUT",180139.08,0,0,1048955.18,1229094.26,0,0,1,0,0,0
"1793","CASH_OUT",102132.1,0,0,154208.69,256340.79,0,0,1,0,0,0
"1794","CASH_OUT",117223.39,12337,0,371191.9,488415.28,0,0,1,0,0,0
"1795","CASH_OUT",109982.84,0,0,163767.56,273750.4,0,0,1,0,0,0
"1796","CASH_OUT",30277.61,0,0,33108.49,318679.31,0,0,1,0,0,0
"1797","PAYMENT",7270.12,9053,1782.88,0,0,0,0,0,0,1,0
"1798","CASH_OUT",227745.08,0,0,233002.69,460747.77,0,0,1,0,0,0
"1799","CASH_OUT",202578.2,82454,0,0,0,0,0,1,0,0,0
"1800","CASH_OUT",68033.5,10998.59,0,643918.71,711952.21,0,0,1,0,0,0
"1801","PAYMENT",16984.26,217468.69,200484.43,0,0,0,0,0,0,1,0
"1802","CASH_IN",60038.61,6161357.73,6221396.35,137392.09,77353.47,0,1,0,0,0,0
"1803","CASH_OUT",56425.82,42937,0,1544058.2,1600484.02,0,0,1,0,0,0
"1804","CASH_IN",187963.76,282,188245.76,12648011.44,12460047.68,0,1,0,0,0,0
"1805","CASH_IN",131701.46,18374794.75,18506496.21,222633.87,90932.4,0,1,0,0,0,0
"1806","CASH_OUT",56854.34,0,0,1325929.72,1382784.06,0,0,1,0,0,0
"1807","CASH_OUT",99416.44,96757,0,294587.08,394003.53,0,0,1,0,0,0
"1808","TRANSFER",867348.52,0,0,3349009.59,4216358.1,0,0,0,0,0,1
"1809","CASH_IN",23913.75,2184959.74,2208873.49,212331.13,188417.38,0,1,0,0,0,0
"1810","CASH_IN",391561.37,9530303.35,9921864.72,625922.74,234361.37,0,1,0,0,0,0
"1811","CASH_OUT",233852.73,0,0,376387.46,610240.19,0,0,1,0,0,0
"1812","PAYMENT",24060.73,49517,25456.27,0,0,0,0,0,0,1,0
"1813","CASH_OUT",123869.58,37902,0,5500610.8,5624480.38,0,0,1,0,0,0
"1814","CASH_OUT",257095.64,0,0,784240.34,1041335.97,0,0,1,0,0,0
"1815","PAYMENT",10145.61,0,0,0,0,0,0,0,0,1,0
"1816","CASH_IN",199344.09,19002.98,218347.07,454355.95,255011.87,0,1,0,0,0,0
"1817","CASH_OUT",251190.22,0,0,4817841.4,5069031.61,0,0,1,0,0,0
"1818","PAYMENT",4866.36,453926.03,449059.67,0,0,0,0,0,0,1,0
"1819","CASH_OUT",365419.74,83938,0,77276.52,442696.26,0,0,1,0,0,0
"1820","PAYMENT",83.95,77464,77380.05,0,0,0,0,0,0,1,0
"1821","TRANSFER",944203.67,0,0,1559174.49,2503378.16,0,0,0,0,0,1
"1822","PAYMENT",41399.41,0,0,0,0,0,0,0,0,1,0
"1823","CASH_OUT",21419.37,7358,0,0,21419.37,0,0,1,0,0,0
"1824","PAYMENT",25595.94,0,0,0,0,0,0,0,0,1,0
"1825","CASH_OUT",91067.63,21678,0,0,91067.63,0,0,1,0,0,0
"1826","CASH_OUT",271183.89,453,0,0,271183.89,0,0,1,0,0,0
"1827","CASH_OUT",252690.29,0,0,1207870.08,1526352.26,0,0,1,0,0,0
"1828","PAYMENT",7909.18,10198,2288.82,0,0,0,0,0,0,1,0
"1829","CASH_OUT",234535.74,0,0,466657.75,701193.49,0,0,1,0,0,0
"1830","PAYMENT",13439.88,0,0,0,0,0,0,0,0,1,0
"1831","PAYMENT",13806.57,89257.89,75451.31,0,0,0,0,0,0,1,0
"1832","PAYMENT",4424.56,226489.38,222064.81,0,0,0,0,0,0,1,0
"1833","CASH_OUT",292410.99,0,0,509882.1,802293.09,0,0,1,0,0,0
"1834","PAYMENT",14924.95,0,0,0,0,0,0,0,0,1,0
"1835","CASH_OUT",255518.46,158,0,0,255518.46,0,0,1,0,0,0
"1836","CASH_IN",396965.79,159501,556466.79,3279995,2883029.21,0,1,0,0,0,0
"1837","CASH_OUT",25722.73,1632,0,0,25722.73,0,0,1,0,0,0
"1838","CASH_IN",337197.1,370,337567.1,376399.61,39202.51,0,1,0,0,0,0
"1839","CASH_OUT",94724.63,30253,0,16091.04,110815.67,0,0,1,0,0,0
"1840","CASH_OUT",33359.67,10278,0,181565.36,214925.04,0,0,1,0,0,0
"1841","PAYMENT",13891.37,93542.06,79650.69,0,0,0,0,0,0,1,0
"1842","CASH_OUT",274013.58,0,0,8067247.64,8341261.22,0,0,1,0,0,0
"1843","PAYMENT",437.15,0,0,0,0,0,0,0,0,1,0
"1844","PAYMENT",20450.42,875,0,0,0,0,0,0,0,1,0
"1845","PAYMENT",15928.97,2926,0,0,0,0,0,0,0,1,0
"1846","CASH_IN",357468.11,5064391.64,5421859.75,2172293.88,1814825.77,0,1,0,0,0,0
"1847","PAYMENT",10555.42,0,0,0,0,0,0,0,0,1,0
"1848","CASH_IN",21563.97,29279,50842.97,0,0,0,1,0,0,0,0
"1849","PAYMENT",9364.63,1115090.37,1105725.73,0,0,0,0,0,0,1,0
"1850","TRANSFER",350004.8,0,0,957070.8,1307075.61,0,0,0,0,0,1
"1851","CASH_OUT",70305.94,0,0,299862.46,370168.39,0,0,1,0,0,0
"1852","CASH_OUT",132030.97,0,0,3388519.69,3520550.66,0,0,1,0,0,0
"1853","CASH_IN",283785.72,7827833.87,8111619.58,1501409.27,1217623.56,0,1,0,0,0,0
"1854","TRANSFER",398933.57,105815.81,0,3805747.68,4204681.25,0,0,0,0,0,1
